label,message,label_encoded,clean_message,tokens_text
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",0,k will do addie amp i are doing some art so ill be here when you get home,k addie amp art ill get home
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",0,aiyo her lesson so early im still sleepin haha okie u go home liao den confirm w me lor,aiyo lesson early im still sleepin haha okie u go home liao den confirm w lor
ham,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,0,forgot to tell smth can like number the sections so that its clearer,forgot tell smth like number sections clearer
ham,"Yup. Anything lor, if u dun wan it's ok...",0,yup anything lor if u dun wan its ok,yup anything lor u dun wan ok
ham,"I'm home, my love ... If your still awake ... *loving kiss*",0,im home my love if your still awake loving kiss,im home love still awake loving kiss
ham,HELLO PEACH! MY CAKE TASTS LUSH!,0,hello peach my cake tasts lush,hello peach cake tasts lush
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",1,free game get rayman golf free from the o games arcade st get ur games settings reply post then save activ press key for arcade termsapply,free game get rayman golf free games arcade st get ur games settings reply post save activ press key arcade termsapply
ham,"There'll be a minor shindig at my place later tonight, you interested?",0,therell be a minor shindig at my place later tonight you interested,therell minor shindig place later tonight interested
ham,Jason says it's cool if we pick some up from his place in like an hour,0,jason says its cool if we pick some up from his place in like an hour,jason says cool pick place like hour
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",1,had your mobile mths update to the latest cameravideo phones for free keep ur same number get extra free minstexts text yes for a call,mobile mths update latest cameravideo phones free keep ur number get extra free minstexts text yes call
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,0,i career tel have added u as a contact on indyarockscom to send free sms to remove from phonebook sms no to ltgt,career tel added u contact indyarockscom send free sms remove phonebook sms ltgt
ham,I've reached already.,0,ive reached already,ive reached already
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,0,i dont know ask to my brother nothing problem some thing that just i told,dont know ask brother nothing problem thing told
ham,K:)eng rocking in ashes:),0,keng rocking in ashes,keng rocking ashes
ham,Wat time r ü going to xin's hostel?,0,wat time r going to xins hostel,wat time r going xins hostel
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,0,good morning my dear shijutta have a great amp successful day,good morning dear shijutta great amp successful day
ham,Oh k:)after that placement there ah?,0,oh kafter that placement there ah,oh kafter placement ah
ham,"Not for possession, especially not first offense",0,not for possession especially not first offense,possession especially first offense
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",0,nt only for driving even for many reasons she is called bbdthts it chikku then hw abt dvg coldheard tht vinobanagar violence hw is the conditionand hw ru any problem,nt driving even many reasons called bbdthts chikku hw abt dvg coldheard tht vinobanagar violence hw conditionand hw ru problem
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,0,i bought the test yesterday its something that lets you know the exact day u ovulatewhen will get u in about to wks but pls pls dont fret i know u r worried pls relax also is there anything in ur past history u need to tell me,bought test yesterday something lets know exact day u ovulatewhen get u wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell
ham,We have pizza if u want,0,we have pizza if u want,pizza u want
ham,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",0,i keep seeing weird shit and bein all woah then realising its actually reasonable and im all oh,keep seeing weird shit bein woah realising actually reasonable im oh
ham,Many more happy returns of the day. I wish you happy birthday.,0,many more happy returns of the day i wish you happy birthday,many happy returns day wish happy birthday
ham,Thinking of u ;) x,0,thinking of u x,thinking u x
ham,Orh i tot u say she now still dun believe.,0,orh i tot u say she now still dun believe,orh tot u say still dun believe
ham,"When you just put in the + sign, choose my number and the pin will show. Right?",0,when you just put in the sign choose my number and the pin will show right,put sign choose number pin show right
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,0,the beauty of life is in next second which hides thousands of secrets i wish every second will be wonderful in ur life gud n,beauty life next second hides thousands secrets wish every second wonderful ur life gud n
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,0,thanx u darlinim cool thanx a few bday drinks nite morrow off take care c u soonxxx,thanx u darlinim cool thanx bday drinks nite morrow take care c u soonxxx
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",0,if youre still up maybe leave the credit card so i can get gas when i get back like he told me to,youre still maybe leave credit card get gas get back like told
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,1,your weekly coolmob tones are ready to download this weeks new tones include crazy frogaxel f akonlonely black eyeddont p more info in n,weekly coolmob tones ready download weeks new tones include crazy frogaxel f akonlonely black eyeddont p info n
ham,Well boy am I glad G wasted all night at applebees for nothing,0,well boy am i glad g wasted all night at applebees for nothing,well boy glad g wasted night applebees nothing
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,1,cashbincouk get lots of cash this weekend dear welcome to the weekend we have got our biggest and best ever cash give away these,cashbincouk get lots cash weekend dear welcome weekend got biggest best ever cash give away
ham,Ok lor... Or u wan me go look 4 u?,0,ok lor or u wan me go look u,ok lor u wan go look u
ham,U wan 2 haf lunch i'm in da canteen now.,0,u wan haf lunch im in da canteen now,u wan haf lunch im da canteen
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,0,dont make life too stressfull always find time to laugh it may not add years to your life but surely adds more life to ur years gud niswt dreams,dont make life stressfull always find time laugh may add years life surely adds life ur years gud niswt dreams
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",0,hey looks like i was wrong and one of the kappa guys numbers is still on my phone if you want i can text him and see if hes around,hey looks like wrong one kappa guys numbers still phone want text see hes around
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,1,thanks your continued support your question this week will enter u in our draw cash name the new us president txt ans to,thanks continued support question week enter u draw cash name new us president txt ans
ham,I'm home. Doc gave me pain meds says everything is fine.,0,im home doc gave me pain meds says everything is fine,im home doc gave pain meds says everything fine
ham,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),0,its only ard rest all ard at leastwhich is price bedrm,ard rest ard leastwhich price bedrm
ham,Me too! Have a lovely night xxx,0,me too have a lovely night xxx,lovely night xxx
ham,Prepare to be pleasured :),0,prepare to be pleasured,prepare pleasured
ham,Hi.:)technical support.providing assistance to us customer through call and email:),0,hitechnical supportproviding assistance to us customer through call and email,hitechnical supportproviding assistance us customer call email
ham,if you text on your way to cup stop that should work. And that should be BUS,0,if you text on your way to cup stop that should work and that should be bus,text way cup stop work bus
ham,Whens your radio show?,0,whens your radio show,whens radio show
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,1,your unique user id is for removal send stop to customer services,unique user id removal send stop customer services
ham,I'm not sure if its still available though,0,im not sure if its still available though,im sure still available though
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,0,watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories feeling,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memories feeling
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,0,cheers lou yeah was a goodnite shame u neva came c ya gailxx,cheers lou yeah goodnite shame u neva came c ya gailxx
ham,Hi..i got the money da:),0,hii got the money da,hii got money da
ham,Ok then u tell me wat time u coming later lor.,0,ok then u tell me wat time u coming later lor,ok u tell wat time u coming later lor
ham,U repeat e instructions again. Wat's e road name of ur house?,0,u repeat e instructions again wats e road name of ur house,u repeat e instructions wats e road name ur house
ham,Quite lor. But dun tell him wait he get complacent...,0,quite lor but dun tell him wait he get complacent,quite lor dun tell wait get complacent
ham,Sorry completely forgot * will pop em round this week if your still here?,0,sorry completely forgot will pop em round this week if your still here,sorry completely forgot pop em round week still
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,0,u r the most beautiful girl ive ever seen u r my baby come and c me in the common room,u r beautiful girl ive ever seen u r baby come c common room
ham,O we cant see if we can join denis and mina? Or does denis want alone time,0,o we cant see if we can join denis and mina or does denis want alone time,cant see join denis mina denis want alone time
ham,Sen told that he is going to join his uncle finance in cbe,0,sen told that he is going to join his uncle finance in cbe,sen told going join uncle finance cbe
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,0,yup hey then one day on fri we can ask miwa and jiayin take leave go karaoke,yup hey one day fri ask miwa jiayin take leave go karaoke
ham,"Call me, i am senthil from hsbc.",0,call me i am senthil from hsbc,call senthil hsbc
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",0,especially since i talk about boston all up in my personal statement lol i woulda changed that if i had realized it said nyc it says boston now,especially since talk boston personal statement lol woulda changed realized said nyc says boston
ham,Indeed and by the way it was either or - not both !,0,indeed and by the way it was either or not both,indeed way either
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",1,urgent call from landline your complimentary ibiza holiday or cash await collection sae tcs po box sk wp ppm,urgent call landline complimentary ibiza holiday cash await collection sae tcs po box sk wp ppm
ham,Holy living christ what is taking you so long,0,holy living christ what is taking you so long,holy living christ taking long
ham,Ü thk of wat to eat tonight.,0,thk of wat to eat tonight,thk wat eat tonight
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",0,thanx yup we coming back on sun finish dinner going back hotel now time flies were tog exactly a mth today hope well haf many more mths to come,thanx yup coming back sun finish dinner going back hotel time flies tog exactly mth today hope well haf many mths come
ham,We're on the opposite side from where we dropped you off,0,were on the opposite side from where we dropped you off,opposite side dropped
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,0,yup izzit still raining heavily cos im in e mrt i cant c outside,yup izzit still raining heavily cos im e mrt cant c outside
ham,Send me your resume:-),0,send me your resume,send resume
ham,Gd luck 4 ur exams :-),0,gd luck ur exams,gd luck ur exams
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,0,or u ask they all if next sat can a not if all of them can make it then im ok lor,u ask next sat make im ok lor
ham,Sorry that was my uncle. I.ll keep in touch,0,sorry that was my uncle ill keep in touch,sorry uncle ill keep touch
ham,Saw Guys and Dolls last night with Patrick Swayze it was great,0,saw guys and dolls last night with patrick swayze it was great,saw guys dolls last night patrick swayze great
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,1,urgent this is our nd attempt to contact u your prize from yesterday is still awaiting collection to claim call now,urgent nd attempt contact u prize yesterday still awaiting collection claim call
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,1,santa calling would your little ones like a call from santa xmas eve call to book you time callsppm last mins s tc,santa calling would little ones like call santa xmas eve call book time callsppm last mins tc
ham,Just come home. I don't want u to be miserable,0,just come home i dont want u to be miserable,come home dont want u miserable
ham,I dont know why she.s not getting your messages,0,i dont know why shes not getting your messages,dont know shes getting messages
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",0,its cool but tyler had to take off so were gonna buy for him and drop it off at his place later tonight our total order is a quarter you got enough,cool tyler take gonna buy drop place later tonight total order quarter got enough
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",0,the guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me im nervous because of course now he may have my address should i call his boss and tell him knowing this may get him fired,guy car shop flirting got phone number paperwork called texted im nervous course may address call boss tell knowing may get fired
ham,How do you plan to manage that,0,how do you plan to manage that,plan manage
ham,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",0,er hello things didnt quite go to plan is limping slowly home followed by aa and with exhaust hanging off,er hello things didnt quite go plan limping slowly home followed aa exhaust hanging
ham,Sorry for the delay. Yes masters,0,sorry for the delay yes masters,sorry delay yes masters
ham,Call me when u finish then i come n pick u.,0,call me when u finish then i come n pick u,call u finish come n pick u
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,1,private your account statement for shows unredeemed bonus points to claim call identifier code expires,private account statement shows unredeemed bonus points claim call identifier code expires
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,0,whats up my own oga left my phone at home and just saw ur messages hope you are good have a great weekend,whats oga left phone home saw ur messages hope good great weekend
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",0,dont worry though i understand how important it is that i be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me brb gonna go kill myself,dont worry though understand important put place poorly thought punishment face worst thing ever happened brb gonna go kill
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",0,honey can you pls find out how much they sell predicte in nigeria and how many times can it be used its very important to have a reply before monday,honey pls find much sell predicte nigeria many times used important reply monday
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,0,e admin building there i might b slightly earlier ill call u when im reaching,e admin building might b slightly earlier ill call u im reaching
ham,"fyi I'm at usf now, swing by the room whenever",0,fyi im at usf now swing by the room whenever,fyi im usf swing room whenever
ham,i can call in  &lt;#&gt;  min if thats ok,0,i can call in ltgt min if thats ok,call ltgt min thats ok
ham,Ü no home work to do meh... ,0,no home work to do meh,home work meh
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,0,anything is valuable in only situations first before getting it second after loosing it,anything valuable situations first getting second loosing
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,0,me too mark is taking forever to pick up my prescription and the pain is coming back,mark taking forever pick prescription pain coming back
ham,How's ur paper?,0,hows ur paper,hows ur paper
ham,Got smaller capacity one? Quite ex...,0,got smaller capacity one quite ex,got smaller capacity one quite ex
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,1,check out choose your babe videos smsshsexnetun fgkslpopw fgkslpo,check choose babe videos smsshsexnetun fgkslpopw fgkslpo
ham,Im good! I have been thinking about you...,0,im good i have been thinking about you,im good thinking
spam,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),1,u r a winner u ave been specially selected receive cash or a holiday flights inc speak to a live operator claim pmin,u r winner u ave specially selected receive cash holiday flights inc speak live operator claim pmin
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,0,not thought bout it drink in tap spile at seven is that pub on gas st off broad st by canal ok,thought bout drink tap spile seven pub gas st broad st canal ok
ham,I am going to sleep. I am tired of travel.,0,i am going to sleep i am tired of travel,going sleep tired travel
ham,"Haha, just what I was thinkin",0,haha just what i was thinkin,haha thinkin
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...,0,yup but its not giving me problems now so mayb ill jus leave it,yup giving problems mayb ill jus leave
ham,Lol no. Just trying to make your day a little more interesting,0,lol no just trying to make your day a little more interesting,lol trying make day little interesting
ham,"How long before you get reply, just defer admission til next semester",0,how long before you get reply just defer admission til next semester,long get reply defer admission til next semester
ham,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",0,the word checkmate in chess comes from the persian phrase shah maat which means the king is dead goodmorning have a good day,word checkmate chess comes persian phrase shah maat means king dead goodmorning good day
ham,Po de :-):):-):-):-). No need job aha.,0,po de no need job aha,po de need job aha
ham,Rats. Hey did u ever vote for the next themes?,0,rats hey did u ever vote for the next themes,rats hey u ever vote next themes
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",1,new mobiles from must go txt nokia to no collect yours today from only optout gbpmtmsg txtauction,new mobiles must go txt nokia collect today optout gbpmtmsg txtauction
ham,I hope your pee burns tonite.,0,i hope your pee burns tonite,hope pee burns tonite
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",0,oh rite well im with my best mate pete who i went out with a week now were geva again its been longer than a week,oh rite well im best mate pete went week geva longer week
ham,Yay can't wait to party together!,0,yay cant wait to party together,yay cant wait party together
ham,....photoshop makes my computer shut down.,0,photoshop makes my computer shut down,photoshop makes computer shut
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,0,all boys made fun of me today ok i have no problem i just sent one message just for fun,boys made fun today ok problem sent one message fun
ham,That's one of the issues but california is okay. No snow so its manageable,0,thats one of the issues but california is okay no snow so its manageable,thats one issues california okay snow manageable
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,1,private your account statement for shows unredeemed s i m points call identifier code expires,private account statement shows unredeemed points call identifier code expires
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",0,hmmm mayb can try e shoppin area one but forgot e name of hotel,hmmm mayb try e shoppin area one forgot e name hotel
ham,"Awesome, that gonna be soon or later tonight?",0,awesome that gonna be soon or later tonight,awesome gonna soon later tonight
ham,I need details about that online job.,0,i need details about that online job,need details online job
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 ,1,you have won as a valued vodafone customer our computer has picked you to win a prize to collect is easy just call,valued vodafone customer computer picked win prize collect easy call
ham,Missing you too.pray inshah allah,0,missing you toopray inshah allah,missing toopray inshah allah
ham,Pls help me tell Ashley that i cant find her number oh,0,pls help me tell ashley that i cant find her number oh,pls help tell ashley cant find number oh
ham,S.this will increase the chance of winning.,0,sthis will increase the chance of winning,sthis increase chance winning
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,0,either way works for me i am ltgt years old hope that doesnt bother you,either way works ltgt years old hope doesnt bother
ham,Maybe you should find something else to do instead???,0,maybe you should find something else to do instead,maybe find something else instead
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,0,gain the rights of a wifedont demand iti am trying as husband toolets see,gain rights wifedont demand iti trying husband toolets see
ham,I liked your new house,0,i liked your new house,liked new house
ham,I'm fine. Hope you are also,0,im fine hope you are also,im fine hope also
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",0,also north carolina and texas atm you would just go to the gre site and pay for the test results to be sent,also north carolina texas atm would go gre site pay test results sent
ham,Same to u...,0,same to u,u
ham,yes baby! I need to stretch open your pussy!,0,yes baby i need to stretch open your pussy,yes baby need stretch open pussy
ham,Thanks  and ! Or bomb and date as my phone wanted to say! ,0,thanks and or bomb and date as my phone wanted to say,thanks bomb date phone wanted say
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",0,hey a guy i know is breathing down my neck to get him some bud anyway youd be able to get a half track to usf tonight,hey guy know breathing neck get bud anyway youd able get half track usf tonight
ham,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",0,response is one of d powerful weapon occupy a place in others heart so always give response who cares u gud nightswt dreamstake care,response one powerful weapon occupy place others heart always give response cares u gud nightswt dreamstake care
ham,Nokia phone is lovly..,0,nokia phone is lovly,nokia phone lovly
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,1,free messagethanks for using the auction subscription service pmsgrcvd skip an auction txt out unsubscribe txt stop customercare,free messagethanks using auction subscription service pmsgrcvd skip auction txt unsubscribe txt stop customercare
ham,Sorry da..today i wont come to play..i have driving clas..,0,sorry datoday i wont come to playi have driving clas,sorry datoday wont come playi driving clas
ham,I'm really sorry I lit your hair on fire,0,im really sorry i lit your hair on fire,im really sorry lit hair fire
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",0,oh shit i thought that was your trip loooooool that just makes so much more sense now grins and the sofa reference was the sleep on a couch link you sent me wasnt that how you went on your trip oh and didnt your babe go with you for that celebration with your rents,oh shit thought trip loooooool makes much sense grins sofa reference sleep couch link sent wasnt went trip oh didnt babe go celebration rents
ham,Okey dokey swashbuckling stuff what oh.,0,okey dokey swashbuckling stuff what oh,okey dokey swashbuckling stuff oh
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,0,tension face smiling face waste face innocent face terror face cruel face romantic face lovable face decent face ltgt joker face,tension face smiling face waste face innocent face terror face cruel face romantic face lovable face decent face ltgt joker face
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,0,dips cell dead so i m coming with him u better respond else we shall come back,dips cell dead coming u better respond else shall come back
ham,Well. You know what i mean. Texting,0,well you know what i mean texting,well know mean texting
ham,Hi dis is yijue i would be happy to work wif ü all for gek1510...,0,hi dis is yijue i would be happy to work wif all for gek,hi dis yijue would happy work wif gek
ham,Lol! Oops sorry! Have fun. ,0,lol oops sorry have fun,lol oops sorry fun
ham,Wat happened to the cruise thing,0,wat happened to the cruise thing,wat happened cruise thing
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",0,i know dat feelin had it with pete wuld get with em nuther place nuther time mayb,know dat feelin pete wuld get em nuther place nuther time mayb
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,1,lyricalladief is inviting you to be her friend reply yes or no see her stop send stop frnd to,lyricalladief inviting friend reply yes see stop send stop frnd
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,0,the worlds most happiest frnds never have the same characters dey just have the best understanding of their differences,worlds happiest frnds never characters dey best understanding differences
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie,0,yeah just open chat and click friend lists then make the list easy as pie,yeah open chat click friend lists make list easy pie
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,0,alright tylers got a minor crisis and has to be home sooner than he thought so be here asap,alright tylers got minor crisis home sooner thought asap
ham,When/where do I pick you up,0,whenwhere do i pick you up,whenwhere pick
ham,As usual u can call me ard 10 smth.,0,as usual u can call me ard smth,usual u call ard smth
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,0,for many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections,many things antibiotic used chest abdomen gynae infections even bone infections
ham,Poor girl can't go one day lmao,0,poor girl cant go one day lmao,poor girl cant go one day lmao
ham,Or just do that 6times,0,or just do that times,times
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,0,you have to pls make a note of all shes exposed to also find out from her school if anyone else was vomiting is there a dog or cat in the house let me know later,pls make note shes exposed also find school anyone else vomiting dog cat house let know later
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,0,sounds like there could be a lot of time spent in that chastity device boy grins or take your beatings like a good dog going to lounge in a nice long bath now,sounds like could lot time spent chastity device boy grins take beatings like good dog going lounge nice long bath
ham,Its worse if if uses half way then stops. Its better for him to complete it.,0,its worse if if uses half way then stops its better for him to complete it,worse uses half way stops better complete
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,0,miserable they dont tell u that the side effects of birth control are massive gut wrenching cramps for the first months i didnt sleep at all last night,miserable dont tell u side effects birth control massive gut wrenching cramps first months didnt sleep last night
ham,Send me the new number,0,send me the new number,send new number
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,1,want the latest video handset anytime any network mins half price line rental reply or call for delivery tomorrow,want latest video handset anytime network mins half price line rental reply call delivery tomorrow
ham,2 and half years i missed your friendship:-),0,and half years i missed your friendship,half years missed friendship
ham,Oh for fuck's sake she's in like tallahassee,0,oh for fucks sake shes in like tallahassee,oh fucks sake shes like tallahassee
ham,"Haha, that was the first person I was gonna ask",0,haha that was the first person i was gonna ask,haha first person gonna ask
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1,ou are guaranteed the latest nokia phone a gb ipod mp player or a prize txt word collect to no ibhltd ldnwh pmtmsgrcvd,ou guaranteed latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnwh pmtmsgrcvd
ham,Taka lor. Wat time u wan 2 come n look 4 us?,0,taka lor wat time u wan come n look us,taka lor wat time u wan come n look us
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,1,free polyphonic ringtone text super to to get your free poly tone of the week now sn pobox nr zs subscription pw,free polyphonic ringtone text super get free poly tone week sn pobox nr zs subscription pw
ham,I;m reaching in another 2 stops.,0,im reaching in another stops,im reaching another stops
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",0,no i didnt mean to post it i wrote it and like so many other times ive ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasnt there i checked on my phone when i got to my car it wasnt there you said you didnt sleep you were bored so why wouldnt that be the time to clean fold laundry etc at least make the bed,didnt mean post wrote like many times ive ritten stuff let sit feeling time angry left hit send stop wasnt checked phone got car wasnt said didnt sleep bored wouldnt time clean fold laundry etc least make bed
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,1,warner village c colin farrell in swat this wkend warner village get free med popcornjust show c tc kiosk reply sony mre film offers,warner village c colin farrell swat wkend warner village get free med popcornjust show c tc kiosk reply sony mre film offers
ham,Will you come online today night,0,will you come online today night,come online today night
ham,Then anything special?,0,then anything special,anything special
ham,"I'm in solihull, | do you want anything?",0,im in solihull do you want anything,im solihull want anything
ham,Will do. Have a good day,0,will do have a good day,good day
